Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	SNP	SNP_chr	SNP_pos_hg19	de	dist	cap4_enhancer_no	fantom5_enhancer_no	neuron_count	oligo_count	micro_count	fantom5	cap4	DTS	neuron_P	micro_P	oligo_P	DE	weight	pp	num
ENSG00000114948	ADAM23	chr2	gene	207308263	207485851	+	ENSG00000114948.7	protein_coding	KNOWN	2	ADAM23	ADAM23	rs17203016	chr2	208255518	0.104	947255	122	0	11	3	0	1	0.159318637274549	0.922344689378757	0.0701402805611222	1	0.140781563126253	0.220440881763527	4.25022003985954	0.00080091533180778	42
ENSG00000156218	ADAMTSL3	chr15	gene	84322838	84708594	+	ENSG00000156218.8	protein_coding	KNOWN	2	ADAMTSL3	ADAMTSL3	rs71395455	chr15	85153804	0.761	830966	55	0	0	0	0	1	0.450400801603206	0.836172344689379	1	1	1	0.89128256513026	0.294014302415148	1.906941266209e-05	1
ENSG00000105963	ADAP1	chr7	gene	937540	995043	-	ENSG00000105963.7	protein_coding	KNOWN	1	ADAP1	ADAP1	rs10275045,rs4236274,rs4332037,rs10950456,rs4721295	chr7	1920826	0.0131	901370	80	12	0	0	0	0.0571142284569138	0.311122244488978	0.891783567134269	1	1	1	0.0796593186372745	2.64452806823646	0.00055301296720061	29
ENSG00000133597	ADCK2	chr7	gene	140372953	140396061	+	ENSG00000133597.5	protein_coding	KNOWN	2	ADCK2	ADCK2	chr7_140700006_I	chr7	140399806	0.375	26853	24	0	4	3	7	1	0.610721442885772	0.0470941883767535	0.190881763527054	0.134268537074148	0.140781563126253	0.559619238476954	5.29220541414832	0.00078184591914569	41
ENSG00000173137	ADCK5	chr8	gene	145596790	145618457	+	ENSG00000173137.6	protein_coding	KNOWN	2	ADCK5	ADCK5	rs57957974	chr8	145076529	0.934	520261	25	0	0	0	4	1	0.605711422845691	0.57565130260521	1	0.213426853707415	1	0.970440881763527	0.582257972487067	0	0
ENSG00000164742	ADCY1	chr7	gene	45613739	45762715	+	ENSG00000164742.9	protein_coding	KNOWN	1	ADCY1	ADCY1	rs1521470	chr7	45646852	0.897	33113	15	2	2	0	0	0.334168336673347	0.679859719438878	0.0566132264529058	0.314629258517034	1	1	0.952404809619238	4.07663804294526	0.00080091533180778	42
ENSG00000078295	ADCY2	chr5	gene	7396321	7830194	+	ENSG00000078295.10	protein_coding	KNOWN	2	ADCY2	ADCY2	rs17826816,rs58502974,chr5_7587236_D	chr5	7519298	0.228	122977	54	4	49	0	0	0.202404809619238	0.456412825651303	0.172845691382766	0.00501002004008016	1	1	0.368236472945892	8.05070136137599	0.00253623188405797	133
ENSG00000174233	ADCY6	chr12	gene	49159975	49182820	-	ENSG00000174233.7	protein_coding	KNOWN	2	ADCY6	ADCY6	rs1054442,rs10459221	chr12	49389320	0.447	206500	33	0	1	0	0	1	0.560120240480962	0.258016032064128	0.341683366733467	1	1	0.653807615230461	2.85354649235024	0.00061022120518688	32
ENSG00000148700	ADD3	chr10	gene	111756126	111895323	+	ENSG00000148700.8	protein_coding	KNOWN	2	ADD3	ADD3	rs10884920	chr10	111774807	0.0619	18681	37	7	5	17	0	0.108216432865731	0.535070140280561	0.0335671342685371	0.159318637274549	1	0.0130260521042084	0.165330661322645	7.03086471398256	0.00165903890160183	87
ENSG00000181092	ADIPOQ	chr3	gene	186560463	186576252	+	ENSG00000181092.5	protein_coding	KNOWN	2	ADIPOQ	ADIPOQ	rs1516725	chr3	185824004	0.45	736459	207	0	0	0	0	1	0.0235470941883768	0.752004008016032	1	1	1	0.656312625250501	0.706131665914159	0.00022883295194508	12
ENSG00000006831	ADIPOR2	chr12	gene	1797740	1897844	+	ENSG00000006831.9	protein_coding	KNOWN	1	ADIPOR2	ADIPOR2	rs1006737,rs4765914,rs4765913,rs10744560	chr12	2345295	0.183	547555	30	2	1	47	0	0.334168336673347	0.576653306613226	0.600701402805611	0.341683366733467	1	0.00400801603206413	0.308617234468938	2.75918159420973	0.00028604118993135	15
ENSG00000101126	ADNP	chr20	gene	49505585	49547958	-	ENSG00000101126.9	protein_coding	KNOWN	2	ADNP	ADNP	rs6091248	chr20	49630618	0.871	82660	140	4	0	0	0	0.202404809619238	0.117735470941884	0.122244488977956	1	1	1	0.940380761523046	2.16320265186311	0.00078184591914569	41
ENSG00000150594	ADRA2A	chr10	gene	112836790	112840658	+	ENSG00000150594.5	protein_coding	KNOWN	2	ADRA2A	ADRA2A	chr10_111745562_I	chr10	113505320	0.512	668530	196	4	8	0	0	0.202404809619238	0.0330661322645291	0.70190380761523	0.0991983967935872	1	1	0.723446893787575	2.98832047412991	0.00045766590389016	24
ENSG00000222040	ADRA2B	chr2	gene	96778707	96781984	-	ENSG00000222040.3	protein_coding	KNOWN	2	ADRA2B	ADRA2B	rs2271893,rs56361249	chr2	97405440	0.0956	598245	75	0	0	0	0	1	0.334669338677355	0.641783567134269	1	1	1	0.209919839679359	2.00453369192395	0.00015255530129672	8
ENSG00000043591	ADRB1	chr10	gene	115803806	115806667	+	ENSG00000043591.4	protein_coding	KNOWN	2	ADRB1	ADRB1	rs7089973	chr10	116569565	0.0408	765759	180	0	22	0	13	1	0.0475951903807615	0.776553106212425	0.0235470941883768	0.0696392785571142	1	0.135270541082164	6.0021215999925	0.00108695652173913	57
ENSG00000173020	ADRBK1	chr11	gene	67033881	67054027	+	ENSG00000173020.6	protein_coding	KNOWN	2	ADRBK1	ADRBK1	rs7122539	chr11	66662731	0.166342560744046	371150	22	5	3	4	14	0.155310621242485	0.624248496993988	0.425851703406814	0.266032064128257	0.064128256513026	0.111723446893788	0.293587174348697	3.40338321031091	0.00104881769641495	55
ENSG00000035687	ADSS	chr1	gene	244571796	244615436	-	ENSG00000035687.8	protein_coding	KNOWN	2	ADSS	ADSS	rs6703335	chr1	243608967	0.000671	1006469	41	12	0	3	6	0.0571142284569138	0.523046092184369	0.965931863727455	1	0.158817635270541	0.140781563126253	0.0145290581162325	4.26626660858585	0.00135392829900839	71
ENSG00000169129	AFAP1L2	chr10	gene	116054583	116164515	-	ENSG00000169129.8	protein_coding	KNOWN	2	AFAP1L2	AFAP1L2	rs7089973	chr10	116569565	0.578	405050	28	2	6	12	0	0.334168336673347	0.584168336673347	0.459418837675351	0.135771543086172	1	0.0265531062124248	0.780060120240481	3.02295890564406	0.00047673531655225	25
ENSG00000084693	AGBL5	chr2	gene	27265232	27293490	+	ENSG00000084693.11	protein_coding	KNOWN	1	AGBL5	AGBL5	rs2305929	chr2	28113911	0.461	848679	97	0	8	3	0	1	0.236472945891784	0.850200400801603	0.0991983967935872	1	0.140781563126253	0.669839679358717	2.87363349758352	0.0001906941266209	10
ENSG00000204305	AGER	chr6	gene	32148745	32152101	-	ENSG00000204305.8	protein_coding	KNOWN	2	AGER	AGER	rs209474,rs9378249	chr6	32924584	0.417	772483	20	0	0	0	0	1	0.637274549098196	0.785070140280561	1	1	1	0.62124248496994	0.718016012787715	7.627765064836e-05	4
ENSG00000006530	AGK	chr7	gene	141250989	141355044	+	ENSG00000006530.10	protein_coding	KNOWN	2	AGK	AGK	chr7_140700006_I	chr7	140399806	0.00567	851183	154	1	6	2	1	0.469438877755511	0.0871743486973948	0.852705410821643	0.135771543086172	0.345190380761523	0.180861723446894	0.0501002004008016	5.14985305461312	0.00146834477498093	77
ENSG00000204310	AGPAT1	chr6	gene	32135989	32145873	-	ENSG00000204310.5	protein_coding	KNOWN	2	AGPAT1	AGPAT1	rs209474,rs9378249	chr6	32924584	0.544426424430163	778711	155	4	13	3	10	0.202404809619238	0.0841683366733467	0.793086172344689	0.0526052104208417	0.094188376753507	0.140781563126253	0.757014028056112	3.45513699830295	0.00045766590389016	24
ENSG00000124942	AHNAK	chr11	gene	62201016	62323719	-	ENSG00000124942.7	protein_coding	KNOWN	1	AHNAK	AHNAK	rs12226877,rs174576,rs28456	chr11	61591907	0.623	720209	150	9	1	1	2	0.0826653306613226	0.0961923847695391	0.739478957915832	0.341683366733467	0.296092184368737	0.229458917835671	0.809118236472946	1.58749047195359	0.0011441647597254	60
ENSG00000145192	AHSG	chr3	gene	186330712	186339107	+	ENSG00000145192.7	protein_coding	KNOWN	1	AHSG	AHSG	rs1516725	chr3	185824004	0.238	506708	170	0	0	0	0	1	0.0586172344689379	0.56062124248497	1	1	1	0.382765531062124	1.53904241626437	0.00028604118993135	15
ENSG00000204472	AIF1	chr6	gene	31582961	31584798	+	ENSG00000204472.7	protein_coding	KNOWN	2	AIF1	AIF1	rs9378249	chr6	31327701	0.00321	255260	15	3	9	3	24	0.25	0.679859719438878	0.316633266533066	0.0866733466933868	0.0180360721442886	0.140781563126253	0.0390781563126252	6.83781155528	0.00061022120518688	32
ENSG00000110711	AIP	chr11	gene	67250512	67258574	+	ENSG00000110711.4	protein_coding	KNOWN	1	AIP	AIP	rs7122539	chr11	66662731	0.00142	587781	72	1	0	0	21	0.469438877755511	0.352705410821643	0.635270541082164	1	0.0290581162324649	1	0.0255511022044088	4.12077914602132	0.00160183066361556	84
ENSG00000170776	AKAP13	chr15	gene	85777817	86292586	+	ENSG00000170776.14	protein_coding	KNOWN	2	AKAP13	AKAP13	rs71395455	chr15	85153804	0.56	624013	0	13	0	0	17	0.0516032064128257	1	0.663827655310621	1	0.0450901803607214	1	0.769038076152305	0.672347515301198	0.00024790236460717	13
ENSG00000117020	AKT3	chr1	gene	243651535	244014381	-	ENSG00000117020.12	protein_coding	KNOWN	2	AKT3	AKT3	rs6703335	chr1	243608967	0.399	405414	17	11	0	0	0	0.0666332665330661	0.663326653306613	0.460420841683367	1	1	1	0.595190380761523	1.29448829146454	0.00026697177726926	14
ENSG00000166971	AKTIP	chr16	gene	53525291	53538323	-	ENSG00000166971.11	protein_coding	KNOWN	2	AKTIP	AKTIP	rs1477199	chr16	53712135	0.00857	173812	176	2	3	0	2	0.334168336673347	0.0511022044088176	0.224448897795591	0.266032064128257	0.296092184368737	1	0.061623246492986	5.60496176158489	0.00106788710907704	56
ENSG00000023330	ALAS1	chr3	gene	52232102	52248343	+	ENSG00000023330.9	protein_coding	KNOWN	1	ALAS1	ALAS1	rs2535629,rs7618915,rs2302417,rs614288,rs2710323	chr3	52833219	0.587854908143406	11899	0	2	4	0	3	0.334168336673347	1	0.0240480961923848	0.190881763527054	0.252004008016032	1	0.786573146292585	5.62387008623728	0.00112509534706331	59
ENSG00000006534	ALDH3B1	chr11	gene	67776048	67796744	+	ENSG00000006534.11	processed_transcript	KNOWN	2	ALDH3B1	ALDH3B1	rs7122539	chr11	66662731	0.191	1113317	58	1	6	0	4	0.469438877755511	0.43436873747495	0.984468937875752	0.135771543086172	0.213426853707415	1	0.322645290581162	3.14363629932681	0.00072463768115942	38
ENSG00000132746	ALDH3B2	chr11	gene	67429633	67448671	-	ENSG00000132746.10	protein_coding	KNOWN	1	ALDH3B2	ALDH3B2	rs7122539	chr11	66662731	0.31	785940	42	0	0	0	0	1	0.516533066132265	0.799599198396794	1	1	1	0.462925851703407	0.99383306409138	7.627765064836e-05	4
ENSG00000149925	ALDOA	chr16	gene	30064411	30081778	+	ENSG00000149925.12	protein_coding	KNOWN	2	ALDOA	ALDOA	rs3888190	chr16	28889486	0.013	1174925	0	2	18	5	21	0.334168336673347	1	0.99248496993988	0.030060120240481	0.0290581162324649	0.0861723446893788	0.0776553106212425	6.06757464477433	0.00360411899313501	189
ENSG00000136383	ALPK3	chr15	gene	85359911	85416713	+	ENSG00000136383.6	protein_coding	KNOWN	2	ALPK3	ALPK3	rs71395455	chr15	85153804	0.554	206107	84	1	0	0	6	0.469438877755511	0.291583166332665	0.257014028056112	1	0.158817635270541	1	0.763527054108216	1.62843133232546	9.534706331045e-05	5
ENSG00000174945	AMZ1	chr7	gene	2719156	2804759	+	ENSG00000174945.8	protein_coding	KNOWN	2	AMZ1	AMZ1	rs10275045,rs4236274,rs4332037,rs10950456,rs4721295	chr7	1920826	0.149	682487	102	1	6	0	7	0.469438877755511	0.219939879759519	0.714929859719439	0.135771543086172	0.134268537074148	1	0.273547094188377	3.62863395651279	0.00041952707856598	22
ENSG00000151150	ANK3	chr10	gene	61788159	62493248	-	ENSG00000151150.13	protein_coding	KNOWN	1	ANK3	ANK3	rs10994415,rs10994397,rs10994359,rs4948418,rs10994336,rs1938526,rs10994318,rs10994299	chr10	62322034	0.163	171214	101	5	44	116	1	0.155310621242485	0.223446893787575	0.221943887775551	0.00651302605210421	0.345190380761523	0.00150300601202405	0.290080160320641	7.77687976553456	0.00253623188405797	133
ENSG00000172932	ANKRD13D	chr11	gene	67056018	67069956	+	ENSG00000172932.10	protein_coding	KNOWN	2	ANKRD13D	ANKRD13D	rs7122539,rs10896090,rs489337	chr11	66662731	0.981	393287	15	2	0	0	5	0.334168336673347	0.679859719438878	0.445891783567134	1	0.18186372745491	1	0.993987975951904	0.813709163171815	1.906941266209e-05	1
ENSG00000163126	ANKRD23	chr2	gene	97490263	97523671	-	ENSG00000163126.10	protein_coding	KNOWN	2	ANKRD23	ANKRD23	rs2271893,chr2_97376407_I,rs56361249	chr2	97405440	0.532	118231	14	0	0	0	0	1	0.68687374749499	0.160320641282565	1	1	1	0.74498997995992	2.12496397148889	5.720823798627e-05	3
ENSG00000189127	ANKRD34B	chr5	gene	79852574	79866307	-	ENSG00000189127.3	protein_coding	KNOWN	2	ANKRD34B	ANKRD34B	rs10035291	chr5	80796368	0.00191	930061	42	1	0	0	0	0.469438877755511	0.516533066132265	0.912324649298597	1	1	1	0.0290581162324649	3.63021682346879	0.0003813882532418	20
ENSG00000135976	ANKRD36	chr2	gene	97779233	97930258	+	ENSG00000135976.11	protein_coding	KNOWN	1	ANKRD36	ANKRD36	rs2271893,chr2_97376407_I,rs56361249	chr2	97405440	0.0112	262367	0	1	4	14	0	0.469438877755511	1	0.323647294589178	0.190881763527054	1	0.0190380761523046	0.0711422845691383	5.42727543410366	0	0
ENSG00000196912	ANKRD36B	chr2	gene	98108978	98206428	-	ENSG00000196912.8	pseudogene	KNOWN	1	ANKRD36B	ANKRD36B	rs2271893,chr2_97376407_I,rs56361249	chr2	97405440	0.153	164828	0	1	5	2	0	0.469438877755511	1	0.212925851703407	0.159318637274549	1	0.180861723446894	0.278056112224449	4.6635927051632	9.534706331045e-05	5
ENSG00000174501	ANKRD36C	chr2	gene	96514587	96657541	-	ENSG00000174501.10	protein_coding	KNOWN	2	ANKRD36C	ANKRD36C	rs2271893,rs56361249	chr2	97405440	0.403457922817846	722688	0	0	6	0	0	1	1	0.742985971943888	0.135771543086172	1	1	0.602705410821643	2.80018649162192	0.00015255530129672	8
ENSG00000213337	ANKRD39	chr2	gene	97502348	97523832	-	ENSG00000213337.4	protein_coding	KNOWN	2	ANKRD39	ANKRD39	rs2271893,chr2_97376407_I,rs56361249	chr2	97405440	0.788	118392	14	0	3	14	2	1	0.68687374749499	0.160821643286573	0.266032064128257	0.296092184368737	0.0190380761523046	0.908316633266533	3.24776001548742	0.00013348588863463	7
ENSG00000064999	ANKS1A	chr6	gene	34857038	35085317	+	ENSG00000064999.11	protein_coding	KNOWN	2	ANKS1A	ANKS1A	rs2814944	chr6	34552797	0.536	304241	164	2	10	3	22	0.334168336673347	0.0681362725450902	0.361723446893788	0.0791583166332665	0.0235470941883768	0.140781563126253	0.748997995991984	3.84219971286965	0.00041952707856598	22
ENSG00000131620	ANO1	chr11	gene	69924408	70035634	+	ENSG00000131620.12	protein_coding	KNOWN	1	ANO1	ANO1	rs12575685	chr11	70517927	0.942	593519	0	9	0	0	0	0.0826653306613226	1	0.638276553106212	1	1	1	0.973446893787575	0.47589562823327	7.627765064836e-05	4
ENSG00000140350	ANP32A	chr15	gene	69039580	69113236	-	ENSG00000140350.10	protein_coding	KNOWN	1	ANP32A	ANP32A	rs2127162	chr15	68090824	0.229	1022412	59	0	14	6	7	1	0.429859719438878	0.971442885771543	0.0445891783567134	0.134268537074148	0.0706412825651303	0.37124248496994	4.13013672034335	0.00204042715484363	107
ENSG00000139223	ANP32D	chr12	gene	48866448	48866843	+	ENSG00000139223.1	protein_coding	KNOWN	2	ANP32D	ANP32D	rs1054442,rs10459221	chr12	49389320	0.000132	522872	138	0	0	0	0	1	0.12374749498998	0.577655310621243	1	1	1	0.00400801603206413	6.06823685179392	0.00022883295194508	12
ENSG00000138356	AOX1	chr2	gene	201450591	201541787	+	ENSG00000138356.9	protein_coding	KNOWN	1	AOX1	AOX1	rs7588746	chr2	200986345	0.106	464246	173	0	0	0	0	1	0.0551102204408818	0.518036072144289	1	1	1	0.222945891783567	2.1585365765082	0.00028604118993135	15
ENSG00000254470	AP5B1	chr11	gene	65543364	65548273	-	ENSG00000254470.2	protein_coding	KNOWN	2	AP5B1	AP5B1	rs10896090,rs489337	chr11	65945186	0.757	306288	46	0	0	0	5	1	0.495991983967936	0.36372745490982	1	0.18186372745491	1	0.887775551102204	1.130386767753	3.813882532418e-05	2
ENSG00000184730	APOBR	chr16	gene	28505970	28510291	+	ENSG00000184730.6	protein_coding	KNOWN	2	APOBR	APOBR	rs151181,rs3888190	chr16	28490517	0.0943	15453	26	10	0	0	0	0.0731462925851703	0.600701402805611	0.0275551102204409	1	1	1	0.208917835671343	5.15738150671155	0.00028604118993135	15
ENSG00000204444	APOM	chr6	gene	31620193	31625987	+	ENSG00000204444.6	protein_coding	KNOWN	2	APOM	APOM	rs9378249	chr6	31327701	0.0312	292492	59	0	0	0	0	1	0.429859719438878	0.352705410821643	1	1	1	0.11372745490982	3.21607254010337	3.813882532418e-05	2
ENSG00000167580	AQP2	chr12	gene	50344524	50352664	+	ENSG00000167580.3	protein_coding	KNOWN	2	AQP2	AQP2	rs1054442,rs10459221	chr12	49389320	0.198	877530	97	1	0	0	0	0.469438877755511	0.236472945891784	0.871743486973948	1	1	1	0.331162324649299	1.24240668168256	0.00022883295194508	12
ENSG00000161798	AQP5	chr12	gene	50355653	50359434	+	ENSG00000161798.5	protein_coding	KNOWN	2	AQP5	AQP5	rs1054442,rs10459221	chr12	49389320	0.865	888659	79	0	5	11	0	1	0.317635270541082	0.880260521042084	0.159318637274549	1	0.031563126252505	0.938376753507014	2.02799019720287	0.0003813882532418	20
ENSG00000086159	AQP6	chr12	gene	50360977	50370922	+	ENSG00000086159.8	protein_coding	KNOWN	1	AQP6	AQP6	rs1054442,rs10459221	chr12	49389320	0.525	893983	106	0	5	10	3	1	0.202404809619238	0.886773547094188	0.159318637274549	0.252004008016032	0.0375751503006012	0.738476953907816	2.26018008951689	3.813882532418e-05	2
ENSG00000134287	ARF3	chr12	gene	49297286	49351334	-	ENSG00000134287.4	protein_coding	KNOWN	1	ARF3	ARF3	rs1054442,rs10459221	chr12	49389320	0.00156	37986	79	0	7	0	0	1	0.317635270541082	0.061122244488978	0.112725450901804	1	1	0.0270541082164329	8.58759587711228	0.00144927536231884	76
ENSG00000147799	ARHGAP39	chr8	gene	145754563	145911194	-	ENSG00000147799.7	protein_coding	KNOWN	2	ARHGAP39	ARHGAP39	rs57957974	chr8	145076529	0.486	834665	101	3	6	0	4	0.25	0.223446893787575	0.839679358717435	0.135771543086172	0.213426853707415	1	0.700400801603206	2.52761934589874	0.00020976353928299	11
ENSG00000196843	ARID5A	chr2	gene	97202480	97218375	+	ENSG00000196843.9	protein_coding	KNOWN	1	ARID5A	ARID5A	rs2271893,chr2_97376407_I,rs56361249	chr2	97405440	0.0849	177749	66	17	0	0	1	0.0335671342685371	0.387775551102204	0.227955911823647	1	0.345190380761523	1	0.196392785571142	3.10624165500141	0.0009534706331045	50
ENSG00000213465	ARL2	chr11	gene	64781585	64789656	+	ENSG00000213465.3	protein_coding	KNOWN	2	ARL2	ARL2	rs10896090,rs489337	chr11	65945186	0.267925887059931	1072976	25	0	0	0	0	1	0.605711422845691	0.978456913827655	1	1	1	0.417334669338677	0.895645340699297	0.00030511060259344	16
ENSG00000138175	ARL3	chr10	gene	104436315	104474164	-	ENSG00000138175.7	protein_coding	KNOWN	2	ARL3	ARL3	rs11191580,rs7914558,rs11191454	chr10	104906211	0.0286	185840	179	0	0	0	8	1	0.0490981963927856	0.236472945891784	1	0.116733466933868	1	0.110220440881764	3.6471943818049	0.00122044241037376	64
ENSG00000122644	ARL4A	chr7	gene	12726481	12730559	+	ENSG00000122644.8	protein_coding	KNOWN	2	ARL4A	ARL4A	rs113779084	chr7	11871787	0.125	854694	39	4	27	4	3	0.202404809619238	0.529058116232465	0.854709418837675	0.0165330661322645	0.252004008016032	0.111723446893788	0.24498997995992	5.66592459162125	0.00085812356979405	45
ENSG00000175906	ARL4D	chr17	gene	41476353	41478503	+	ENSG00000175906.2	protein_coding	KNOWN	3	ARL4D	ARL4D	rs112114764	chr17	42201041	0.638	724688	69	1	15	2	2	0.469438877755511	0.372244488977956	0.744488977955912	0.0415831663326653	0.296092184368737	0.180861723446894	0.816633266533066	3.67768224373912	0.00034324942791762	18
