Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	SNP	SNP_chr	SNP_pos_hg19	de	dist	cap4_enhancer_no	fantom5_enhancer_no	neuron_count	oligo_count	micro_count	fantom5	cap4	DTS	neuron_P	micro_P	oligo_P	DE	weight	pp	num
ENSG00000087274	ADD1	chr4	gene	2845584	2931803	+	ENSG00000087274.11	protein_coding	KNOWN	1	ADD1	ADD1	rs7685686	chr4	3207142	0.18954513	361558	55	0	0	4	9	1	0.493093093093093	0.354354354354354	1	0.0792792792792793	0.124924924924925	0.279279279279279	2.31300086234197	0.00156548300878198	82
ENSG00000118492	ADGB	chr6	gene	146920101	147136598	+	ENSG00000118492.12	protein_coding	KNOWN	1	ADGB	ADGB	rs725616	chr6	147950422	0.79130916	1030321	189	0	0	0	16	1	0.0498498498498499	0.963963963963964	1	0.0366366366366366	1	0.928528528528529	0.110855540117605	1.90912562046583e-05	1
ENSG00000101544	ADNP2	chr18	gene	77866915	77905406	+	ENSG00000101544.4	protein_coding	KNOWN	2	ADNP2	ADNP2	rs7241572	chr18	77580712	0.11953734	286203	84	4	0	0	0	0.192192192192192	0.364564564564565	0.286486486486487	1	1	1	0.166966966966967	3.04002320025011	0.000859106529209622	45
ENSG00000116863	ADPRHL2	chr1	gene	36554476	36559533	+	ENSG00000116863.8	protein_coding	KNOWN	2	ADPRHL2	ADPRHL2	rs1002656	chr1	37192741	0.63113687	638265	123	2	3	7	4	0.324924924924925	0.200600600600601	0.634234234234234	0.263063063063063	0.184384384384384	0.0666666666666667	0.823423423423423	1.98498315303867	0.000229095074455899	12
ENSG00000184160	ADRA2C	chr4	gene	3768075	3770251	+	ENSG00000184160.6	protein_coding	KNOWN	2	ADRA2C	ADRA2C	rs7685686	chr4	3207142	0.71621972	560933	32	2	0	0	0	0.324924924924925	0.609009009009009	0.558558558558559	1	1	1	0.892492492492493	0.696132993404082	0.000152730049637266	8
ENSG00000239900	ADSL	chr22	gene	40742507	40764823	+	ENSG00000239900.4	protein_coding	KNOWN	2	ADSL	ADSL	rs5995992	chr22	41487218	0.34157642	744711	140	0	20	11	5	1	0.147147147147147	0.725525525525526	0.027027027027027	0.152552552552553	0.0432432432432432	0.498498498498498	4.62793163818791	0.00252004581901489	132
ENSG00000185100	ADSSL1	chr14	gene	105190523	105213662	+	ENSG00000185100.5	protein_coding	KNOWN	2	ADSSL1	ADSSL1	rs10149470	chr14	104017953	0.29681369	1172570	73	4	0	0	0	0.192192192192192	0.412612612612613	0.984384384384384	1	1	1	0.436036036036036	0.845769211260463	0.000267277586865216	14
ENSG00000186094	AGBL4	chr1	gene	48998527	50489585	-	ENSG00000186094.11	protein_coding	KNOWN	2	AGBL4	AGBL4	rs11579246	chr1	50559162	0.48870843	69577	331	0	2	0	1	1	0.000600600600600601	0.0702702702702703	0.311111111111111	0.327927927927928	1	0.687087087087087	4.19830585824665	0.00101183657884689	53
ENSG00000092847	EIF2C1	chr1	gene	36335409	36395211	+	ENSG00000092847.6	protein_coding	KNOWN	2	EIF2C1	AGO1	rs1002656	chr1	37192741	0.0410147	857332	96	0	0	3	0	1	0.305705705705706	0.815615615615616	1	1	0.148948948948949	0.0774774774774775	2.76158009234877	0.00106911034746086	56
ENSG00000126070	EIF2C3	chr1	gene	36396319	36522063	+	ENSG00000126070.12	protein_coding	KNOWN	2	EIF2C3	AGO3	rs1002656	chr1	37192741	0.01348372	796422	104	0	0	3	1	1	0.267867867867868	0.762762762762763	1	0.327927927927928	0.148948948948949	0.0378378378378378	3.54525389898492	0.000973654066437572	51
ENSG00000134698	EIF2C4	chr1	gene	36273773	36323491	+	ENSG00000134698.10	protein_coding	KNOWN	2	EIF2C4	AGO4	rs1002656	chr1	37192741	0.05616205	918968	16	0	1	0	0	1	0.698498498498499	0.878078078078078	0.34954954954955	1	1	0.0954954954954955	3.52980591698224	0.000381825124093165	20
ENSG00000124942	AHNAK	chr11	gene	62201016	62323719	-	ENSG00000124942.7	protein_coding	KNOWN	1	AHNAK	AHNAK	rs198457	chr11	61471678	0.00446271	852041	150	9	1	1	2	0.0708708708708709	0.118318318318318	0.812612612612613	0.34954954954955	0.273273273273273	0.237237237237237	0.0174174174174174	5.30889530135493	0.00414280259641084	217
ENSG00000146416	AIG1	chr6	gene	143381633	143661441	+	ENSG00000146416.10	protein_coding	KNOWN	2	AIG1	AIG1	rs2876520	chr6	142996618	0.00314953	385015	110	0	15	9	21	1	0.246846846846847	0.381381381381381	0.0438438438438438	0.0204204204204204	0.0528528528528528	0.0144144144144144	8.3306029368546	0.00204276441389843	107
ENSG00000179841	AKAP5	chr14	gene	64932217	64936425	+	ENSG00000179841.7	protein_coding	KNOWN	2	AKAP5	AKAP5	rs1152578	chr14	64697037	0.40842736	235180	84	1	7	0	0	0.464264264264264	0.364564564564565	0.229429429429429	0.116516516516517	1	1	0.583183183183183	4.1611359712824	0.0012791141657121	67
ENSG00000023330	ALAS1	chr3	gene	52232102	52248343	+	ENSG00000023330.9	protein_coding	KNOWN	1	ALAS1	ALAS1	rs7624336	chr3	53244151	0.13024343	1012049	0	2	4	0	3	0.324924924924925	1	0.957357357357357	0.191591591591592	0.217417417417417	1	0.18978978978979	3.35780603152172	0.000630011454753723	33
ENSG00000119711	ALDH6A1	chr14	gene	74523553	74551196	-	ENSG00000119711.8	protein_coding	KNOWN	2	ALDH6A1	ALDH6A1	rs1045430	chr14	75130235	0.12078399	579039	157	0	0	0	0	1	0.0990990990990991	0.580780780780781	1	1	1	0.168168168168168	2.32617270620654	0.000400916380297824	21
ENSG00000109107	ALDOC	chr17	gene	26900133	26903952	-	ENSG00000109107.7	protein_coding	KNOWN	1	ALDOC	ALDOC	rs75581564	chr17	27363750	0.46040074	459798	12	0	0	0	0	1	0.717117117117117	0.449249249249249	1	1	1	0.65045045045045	1.23026757985362	0.000801832760595647	42
ENSG00000132965	ALOX5AP	chr13	gene	31309645	31338556	+	ENSG00000132965.5	protein_coding	KNOWN	2	ALOX5AP	ALOX5AP	rs1409379	chr13	31907741	0.26185159	598096	18	9	3	0	17	0.0708708708708709	0.685885885885886	0.597597597597598	0.263063063063063	0.0312312312312312	1	0.381381381381381	2.8141545608159	0.000744558991981672	39
ENSG00000160593	AMICA1	chr11	gene	118064455	118095809	-	ENSG00000160593.12	protein_coding	KNOWN	1	AMICA1	AMICA1	rs2187490	chr11	118713180	0.457506376581047	617371	0	10	0	0	0	0.0606606606606607	1	0.612012012012012	1	1	1	0.648048048048048	0.924793806348229	5.72737686139748e-05	3
ENSG00000176020	AMIGO3	chr3	gene	49754267	49761349	-	ENSG00000176020.7	protein_coding	KNOWN	2	AMIGO3	AMIGO3	rs13084037	chr3	49214066	0.569080252533255	547283	50	1	3	0	2	0.464264264264264	0.514114114114114	0.54954954954955	0.263063063063063	0.273273273273273	1	0.774174174174174	2.18997622865248	0.000133638793432608	7
ENSG00000166126	AMN	chr14	gene	103388993	103399933	+	ENSG00000166126.6	protein_coding	KNOWN	2	AMN	AMN	rs10149470	chr14	104017953	0.03926281	628960	9	1	0	0	0	0.464264264264264	0.730930930930931	0.622822822822823	1	1	1	0.0750750750750751	3.06275985929726	0.000610920198549064	32
ENSG00000145020	AMT	chr3	gene	49454211	49460186	-	ENSG00000145020.10	protein_coding	KNOWN	1	AMT	AMT	rs13084037	chr3	49214066	0.8867078	246120	138	0	2	0	8	1	0.154954954954955	0.242642642642643	0.311111111111111	0.0966966966966967	1	0.969369369369369	2.61488023819311	0.000171821305841924	9
ENSG00000174945	AMZ1	chr7	gene	2719156	2804759	+	ENSG00000174945.8	protein_coding	KNOWN	2	AMZ1	AMZ1	rs3823624	chr7	2110346	0.25223712	608810	102	1	6	0	7	0.464264264264264	0.283483483483483	0.605405405405405	0.13993993993994	0.111711711711712	1	0.368768768768769	3.46598437689948	0.00055364642993509	29
ENSG00000089053	ANAPC5	chr12	gene	121746048	121837699	-	ENSG00000089053.7	protein_coding	KNOWN	1	ANAPC5	ANAPC5	rs3213572	chr12	121205078	0.01659236	632621	82	0	0	10	3	1	0.372972972972973	0.625825825825826	1	0.217417417417417	0.0468468468468468	0.042042042042042	3.63776834046642	0.00185185185185185	97
ENSG00000196510	ANAPC7	chr12	gene	110810705	110841535	-	ENSG00000196510.6	protein_coding	KNOWN	1	ANAPC7	ANAPC7	rs10774600	chr12	110741356	0.76205555	100179	65	0	10	1	4	1	0.448048048048048	0.0942942942942943	0.0774774774774775	0.184384384384384	0.237237237237237	0.915915915915916	5.00693330849214	0.0024245895379916	127
ENSG00000170209	ANKK1	chr11	gene	113258513	113271140	+	ENSG00000170209.4	protein_coding	KNOWN	2	ANKK1	ANKK1	rs61902811	chr11	113370758	0.129942473929595	112245	21	0	0	0	0	1	0.663063063063063	0.100900900900901	1	1	1	0.189189189189189	3.9586241866002	0.000725467735777014	38
ENSG00000076513	ANKRD13A	chr12	gene	110436991	110477568	+	ENSG00000076513.10	protein_coding	KNOWN	1	ANKRD13A	ANKRD13A	rs10774600	chr12	110741356	0.12587206	304365	114	1	1	2	0	0.464264264264264	0.234234234234234	0.299099099099099	0.34954954954955	1	0.193993993993994	0.178378378378378	3.98193854368484	0.000668193967163039	35
ENSG00000198720	ANKRD13B	chr17	gene	27916801	27941779	+	ENSG00000198720.7	protein_coding	KNOWN	2	ANKRD13B	ANKRD13B	rs75581564	chr17	27363750	0.69678494	553051	0	3	3	4	0	0.246246246246246	1	0.554354354354354	0.263063063063063	1	0.124924924924925	0.884684684684685	2.0478366459017	0.000458190148911798	24
ENSG00000133302	ANKRD32	chr5	gene	93954052	94075141	+	ENSG00000133302.8	protein_coding	KNOWN	2	ANKRD32	ANKRD32	rs10061069	chr5	93071630	0.493677609371657	882422	161	2	0	0	0	0.324924924924925	0.0888888888888889	0.834834834834835	1	1	1	0.697297297297297	0.54106479700646	9.54562810232913e-05	5
ENSG00000106013	ANKRD7	chr7	gene	117854727	117882785	+	ENSG00000106013.8	protein_coding	KNOWN	2	ANKRD7	ANKRD7	rs7807677	chr7	117502574	0.69055221	352153	12	1	0	0	0	0.464264264264264	0.717117117117117	0.344144144144144	1	1	1	0.88048048048048	1.19398220566775	0.000190912562046583	10
ENSG00000175311	ANKS4B	chr16	gene	21244986	21263750	+	ENSG00000175311.5	protein_coding	KNOWN	2	ANKS4B	ANKS4B	rs12923444	chr16	21639710	0.20472899	394724	57	0	0	0	0	1	0.484084084084084	0.387387387387387	1	1	1	0.300900900900901	2.14930438694845	0.000248186330660557	13
ENSG00000131620	ANO1	chr11	gene	69924408	70035634	+	ENSG00000131620.12	protein_coding	KNOWN	1	ANO1	ANO1	rs7117514	chr11	70544937	0.22347552	620529	0	9	0	0	0	0.0708708708708709	1	0.616816816816817	1	1	1	0.333333333333333	1.5817954811541	0.000496372661321115	26
ENSG00000164111	ANXA5	chr4	gene	122589110	122618268	-	ENSG00000164111.9	protein_coding	KNOWN	2	ANXA5	ANXA5	rs45510091	chr4	123186393	0.57886405	568125	38	4	0	0	0	0.192192192192192	0.574774774774775	0.568168168168168	1	1	1	0.784984984984985	0.807428522152988	0.000687285223367698	36
ENSG00000254470	AP5B1	chr11	gene	65543364	65548273	-	ENSG00000254470.2	protein_coding	KNOWN	2	AP5B1	AP5B1	rs58621819	chr11	65314830	0.80789568	233443	46	0	0	0	5	1	0.537537537537538	0.224624624624625	1	0.152552552552553	1	0.936936936936937	1.55846390717097	0.000171821305841924	9
ENSG00000163697	APBB2	chr4	gene	40812044	41218731	-	ENSG00000163697.11	protein_coding	KNOWN	2	APBB2	APBB2	rs34937911	chr4	42110353	0.08308439	891622	125	3	16	209	0	0.246246246246246	0.192792792792793	0.845045045045045	0.0402402402402402	1	0.0012012012012012	0.124924924924925	5.46129545103696	0.0024245895379916	127
ENSG00000164062	APEH	chr3	gene	49711435	49721396	+	ENSG00000164062.8	protein_coding	KNOWN	2	APEH	APEH	rs13084037	chr3	49214066	0.19744002	497369	70	1	7	2	2	0.464264264264264	0.426426426426426	0.492492492492492	0.116516516516517	0.273273273273273	0.193993993993994	0.292492492492492	4.08731458483942	0.00141275295914471	74
ENSG00000134817	APLNR	chr11	gene	57001051	57004726	-	ENSG00000134817.7	protein_coding	KNOWN	2	APLNR	APLNR	rs2509805	chr11	57650796	0.48228635	646070	118	1	0	0	0	0.464264264264264	0.222822822822823	0.641441441441441	1	1	1	0.67987987987988	0.82987652654582	7.63650248186331e-05	4
ENSG00000256053	APOPT1	chr14	gene	104029299	104073860	+	ENSG00000256053.2	protein_coding	KNOWN	2	APOPT1	APOPT1	rs10149470	chr14	104017953	0.36803753	11346	8	0	0	0	0	1	0.739339339339339	0.0126126126126126	1	1	1	0.52972972972973	5.00844631109887	0.000897289041618939	47
ENSG00000095139	ARCN1	chr11	gene	118443105	118473730	+	ENSG00000095139.6	protein_coding	KNOWN	1	ARCN1	ARCN1	rs2187490	chr11	118713180	0.4940204	270075	121	1	4	0	0	0.464264264264264	0.207807807807808	0.266666666666667	0.191591591591592	1	1	0.697897897897898	3.33382760461471	0.00162275677739595	85
ENSG00000119682	KIAA0317	chr14	gene	75119880	75179818	-	ENSG00000119682.10	protein_coding	KNOWN	2	KIAA0317	AREL1	rs1045430	chr14	75130235	0.24482062	49583	62	0	0	0	0	1	0.460660660660661	0.0516516516516516	1	1	1	0.362762762762763	3.97723931064077	0.000668193967163039	35
ENSG00000177479	ARIH2	chr3	gene	48956254	49023815	+	ENSG00000177479.14	protein_coding	KNOWN	2	ARIH2	ARIH2	rs13084037	chr3	49214066	0.01249519	257812	103	10	3	4	2	0.0606606606606607	0.275675675675676	0.252852852852853	0.263063063063063	0.273273273273273	0.124924924924925	0.0348348348348348	6.06744645263839	0.000973654066437572	51
ENSG00000221883	C3orf71	chr3	gene	48955221	48956818	-	ENSG00000221883.2	protein_coding	KNOWN	2	C3orf71	ARIH2OS	rs13084037	chr3	49214066	0.02498887	257248	19	0	0	0	0	1	0.67987987987988	0.251651651651652	1	1	1	0.0546546546546547	4.2864303783901	3.81825124093165e-05	2
ENSG00000152219	C11orf46	chr11	gene	30344598	30359774	+	ENSG00000152219.4	protein_coding	KNOWN	1	C11orf46	ARL14EP	rs1448938	chr11	30892824	0.61593881	548226	28	0	4	0	3	1	0.63003003003003	0.551351351351351	0.191591591591592	0.217417417417417	1	0.814414414414414	2.45305824533796	0.000324551355479191	17
ENSG00000213465	ARL2	chr11	gene	64781585	64789656	+	ENSG00000213465.3	protein_coding	KNOWN	2	ARL2	ARL2	rs58621819	chr11	65314830	0.746611	533245	25	0	0	0	0	1	0.647447447447447	0.535135135135135	1	1	1	0.907507507507508	0.72228941508554	0.000362733867888507	19
ENSG00000122644	ARL4A	chr7	gene	12726481	12730559	+	ENSG00000122644.8	protein_coding	KNOWN	2	ARL4A	ARL4A	rs2043539	chr7	12253880	0.46821706	472601	39	4	27	4	3	0.192192192192192	0.568768768768769	0.466066066066066	0.0156156156156156	0.217417417417417	0.124924924924925	0.661261261261261	5.33651801231625	0.0011454753722795	60
ENSG00000104442	ARMC1	chr8	gene	66514694	66546442	-	ENSG00000104442.5	protein_coding	KNOWN	1	ARMC1	ARMC1	rs7837935	chr8	65562019	0.12189325	984423	19	0	0	3	2	1	0.67987987987988	0.935135135135135	1	0.273273273273273	0.148948948948949	0.174174174174174	1.81476371001457	0.000610920198549064	32
ENSG00000111229	ARPC3	chr12	gene	110872630	110888227	-	ENSG00000111229.9	protein_coding	KNOWN	2	ARPC3	ARPC3	rs10774600	chr12	110741356	0.47119244	146871	65	7	12	1	13	0.0918918918918919	0.448048048048048	0.132132132132132	0.0576576576576577	0.0456456456456456	0.237237237237237	0.664264264264264	5.28626028734115	0.00301641848033601	158
ENSG00000136950	ARPC5L	chr9	gene	127624409	127640003	+	ENSG00000136950.9	protein_coding	KNOWN	2	ARPC5L	ARPC5L	rs2670139	chr9	126634255	0.21013245	990154	134	1	0	0	0	0.464264264264264	0.171171171171171	0.941741741741742	1	1	1	0.311111111111111	1.22762936165925	0.000362733867888507	19
ENSG00000164122	ASB5	chr4	gene	177134824	177198722	-	ENSG00000164122.4	protein_coding	KNOWN	1	ASB5	ASB5	rs7659414	chr4	177350956	0.63280568	152234	64	1	0	0	0	0.464264264264264	0.452252252252252	0.139339339339339	1	1	1	0.825825825825826	2.16221442306211	0.000477281405116457	25
ENSG00000112249	ASCC3	chr6	gene	100956070	101329248	-	ENSG00000112249.9	protein_coding	KNOWN	2	ASCC3	ASCC3	rs7758630	chr6	101387304	0.85686846	58056	103	0	0	0	0	1	0.275675675675676	0.0606606606606607	1	1	1	0.957957957957958	2.84541127276888	0.000954562810232913	50
ENSG00000166183	ASPG	chr14	gene	104552016	104579098	+	ENSG00000166183.10	protein_coding	KNOWN	2	ASPG	ASPG	rs10149470	chr14	104017953	0.59522025	534063	35	0	0	0	0	1	0.586786786786787	0.535735735735736	1	1	1	0.796396396396396	0.851772501503271	0.000190912562046583	10
ENSG00000066279	ASPM	chr1	gene	197053258	197115824	-	ENSG00000066279.11	protein_coding	KNOWN	2	ASPM	ASPM	rs17641524	chr1	197704717	0.27068293	588893	44	0	0	0	0	1	0.55015015015015	0.590990990990991	1	1	1	0.391591591591592	1.46349034585018	0.000515463917525773	27
ENSG00000162174	ASRGL1	chr11	gene	62104920	62160882	+	ENSG00000162174.8	protein_coding	KNOWN	2	ASRGL1	ASRGL1	rs198457	chr11	61471678	0.67147575	633242	122	0	0	2	0	1	0.203603603603604	0.627027027027027	1	1	0.193993993993994	0.862462462462462	0.614729286778335	3.81825124093165e-05	2
ENSG00000152092	ASTN1	chr1	gene	176826438	177134109	-	ENSG00000152092.9	protein_coding	KNOWN	1	ASTN1	ASTN1	rs10913112,rs72710803	chr1	175913828	0.33653426	293909	190	6	37	1	1	0.114714714714715	0.0474474474474475	0.293693693693694	0.00900900900900901	0.327927927927928	0.237237237237237	0.490690690690691	6.64668942180655	0.00106911034746086	56
ENSG00000148219	ASTN2	chr9	gene	119187504	120177348	-	ENSG00000148219.12	protein_coding	KNOWN	2	ASTN2	ASTN2	rs10817969,rs913930	chr9	119731045	0.29993131	306661	253	3	24	8	0	0.246246246246246	0.0102102102102102	0.302702702702703	0.018018018018018	1	0.0588588588588589	0.442042042042042	6.02773743878123	0.00147002672775869	77
ENSG00000154438	ASZ1	chr7	gene	117003276	117068177	-	ENSG00000154438.3	protein_coding	KNOWN	2	ASZ1	ASZ1	rs7807677	chr7	117502574	0.21142929	434397	98	0	0	0	0	1	0.297897897897898	0.428228228228228	1	1	1	0.315315315315315	2.00228112182317	0.000343642611683849	18
ENSG00000110046	ATG2A	chr11	gene	64662007	64684722	-	ENSG00000110046.7	protein_coding	KNOWN	2	ATG2A	ATG2A	rs58621819	chr11	65314830	0.70420411	630108	31	3	8	0	16	0.246246246246246	0.618618618618619	0.624024024024024	0.0996996996996997	0.0366366366366366	1	0.885885885885886	2.89832615901394	0.000534555173730431	28
ENSG00000168874	ATOH8	chr2	gene	85978467	86015189	+	ENSG00000168874.8	protein_coding	KNOWN	1	ATOH8	ATOH8	rs7585722	chr2	86819128	0.23369052	840661	110	3	1	18	2	0.246246246246246	0.246846846846847	0.800600600600601	0.34954954954955	0.273273273273273	0.0234234234234234	0.350750750750751	2.32118245650526	0.000400916380297824	21
ENSG00000174437	ATP2A2	chr12	gene	110718561	110788898	+	ENSG00000174437.10	protein_coding	KNOWN	1	ATP2A2	ATP2A2	rs10774600	chr12	110741356	0.21465612	22795	0	3	20	2	4	0.246246246246246	1	0.0222222222222222	0.027027027027027	0.184384384384384	0.193993993993994	0.320720720720721	8.55476496586889	0.00463917525773196	243
ENSG00000167283	ATP5L	chr11	gene	118271869	118302211	+	ENSG00000167283.3	protein_coding	KNOWN	1	ATP5L	ATP5L	rs2187490	chr11	118713180	0.65507881	441311	104	3	9	1	0	0.246246246246246	0.267867867867868	0.433633633633634	0.0882882882882883	1	0.237237237237237	0.85045045045045	3.4246922073184	0.000954562810232913	50
ENSG00000151418	ATP6V1G3	chr1	gene	198492352	198510075	-	ENSG00000151418.7	protein_coding	KNOWN	2	ATP6V1G3	ATP6V1G3	rs17641524	chr1	197704717	0.88972973	805358	290	0	0	0	0	1	0.0024024024024024	0.773573573573574	1	1	1	0.971171171171171	0.285987038587683	3.81825124093165e-05	2
ENSG00000124406	ATP8A1	chr4	gene	42410390	42659122	-	ENSG00000124406.12	protein_coding	KNOWN	2	ATP8A1	ATP8A1	rs34937911	chr4	42110353	0.01227692	548769	11	3	16	28	0	0.246246246246246	0.720720720720721	0.551951951951952	0.0402402402402402	1	0.012012012012012	0.0336336336336336	7.19941077476183	0.00225276823214968	118
ENSG00000166377	ATP9B	chr18	gene	76829394	77138278	+	ENSG00000166377.13	protein_coding	KNOWN	2	ATP9B	ATP9B	rs7241572	chr18	77580712	0.29492225	751318	61	16	2	3	0	0.018018018018018	0.468468468468468	0.73033033033033	0.311111111111111	1	0.148948948948949	0.431231231231231	2.32297433340981	0.000515463917525773	27
