Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	SNP	SNP_chr	SNP_pos_hg19	de	dist	cap4_enhancer_no	fantom5_enhancer_no	UNIPROT	neuron_count	oligo_count	micro_count	fantom5	cap4	DTS	neuron_P	micro_P	oligo_P	DE	weight	pp	num
ENSG00000248487	ABHD14A	chr3	gene	52005442	52015212	+	ENSG00000248487.3	protein_coding	KNOWN	2	ABHD14A	ABHD14A	rs143918452	chr3	52816840	0.0695	811398	134	0	Q9BUJ0	2	8	3	1	0.140689089417555	0.847415914684167	0.315832649712879	0.264971287940935	0.0549630844954881	0.119360131255127	3.44371649842484	0.000376647834274953	20
ENSG00000114779	ABHD14B	chr3	gene	52002526	52017425	-	ENSG00000114779.14	protein_coding	KNOWN	2	ABHD14B	ABHD14B	rs143918452	chr3	52816840	0.216	799415	135	2	Q96IU4	0	0	0	0.334700574241181	0.138228055783429	0.838392124692371	1	1	1	0.285479901558655	1.42985300842442	0.00032015065913371	17
ENSG00000204427	ABHD16A	chr6	gene	31654726	31671221	-	ENSG00000204427.7	protein_coding	KNOWN	1	ABHD16A	ABHD16A	rs3129882,rs9275326,rs112485576,rs9267659,rs2395163,rs17425622	chr6	32409530	0.692	175013	41	3	B3KNX9	11	6	18	0.252666119770304	0.530352748154225	0.25143560295324	0.0586546349466776	0.0479901558654635	0.0758818703855619	0.891304347826087	4.3317263836711	0.000395480225988701	21
ENSG00000129968	FAM108A1	chr19	gene	1876809	1885500	-	ENSG00000129968.10	protein_coding	KNOWN	2	FAM108A1	ABHD17A	rs55818311	chr19	2341047	0.742488958283708	455547	0	0	Q96GS6	0	0	16	1	1	0.548810500410172	1	0.0594749794913864	1	0.915504511894996	0.688282055893058	3.76647834274953e-05	2
ENSG00000151498	ACAD8	chr11	gene	134123389	134135749	+	ENSG00000151498.6	protein_coding	KNOWN	2	ACAD8	ACAD8	rs329648,rs3802920	chr11	133765367	2.26e-06	336388	93	0	Q9UKU7	0	0	0	1	0.278096800656276	0.420426579163249	1	1	1	0.00164068908941756	7.27912436739003	0.0011864406779661	63
ENSG00000072778	ACADVL	chr17	gene	7120444	7128587	+	ENSG00000072778.12	protein_coding	KNOWN	2	ACADVL	ACADVL	rs12600861	chr17	7355621	0.574	235177	61	0	P49748	4	0	7	1	0.433141919606235	0.316652994257588	0.189909762100082	0.15422477440525	1	0.807219031993437	3.02531524840044	0.000790960451977401	42
ENSG00000072818	ACAP1	chr17	gene	7239848	7254797	+	ENSG00000072818.6	protein_coding	KNOWN	2	ACAP1	ACAP1	rs12600861	chr17	7355621	0.253916772348308	115773	100	8	Q15027	0	0	0	0.0980311730926989	0.246923707957342	0.181706316652994	1	1	1	0.360131255127153	2.72665025640218	0.000282485875706215	15
ENSG00000182827	ACBD3	chr1	gene	226332380	226374431	-	ENSG00000182827.8	protein_coding	KNOWN	2	ACBD3	ACBD3	rs4653767	chr1	226916078	0.95	541647	32	2	A0A024R3P9	0	0	3	0.334700574241181	0.585726004922067	0.628794093519278	1	0.264971287940935	1	0.987284659557014	0.476748303427548	0.000169491525423729	9
ENSG00000181513	ACBD4	chr17	gene	43209967	43221539	+	ENSG00000181513.9	protein_coding	KNOWN	3	ACBD4	ACBD4	rs17577094,rs8070723,rs393152,rs17649553,rs2269906,rs850738,rs62053943,rs117615688,rs17686238,rs9912362,rs7221167,rs7225002,rs12185268,rs2942168,rs365825	chr17	44187492	0.714	207306	52	3	A0A0S2Z5Q0	6	2	3	0.252666119770304	0.482362592288761	0.290401968826907	0.123872026251025	0.264971287940935	0.188269073010664	0.901148482362592	3.42908074667045	0.000470809792843691	25
ENSG00000176244	ACBD7	chr10	gene	15119522	15130775	-	ENSG00000176244.6	protein_coding	KNOWN	2	ACBD7	ACBD7	rs896435,rs10906923	chr10	15557406	0.746656557377045	426631	213	1	Q8N6N7	0	0	0	0.470877768662838	0.0176374077112387	0.515586546349467	1	1	1	0.917965545529122	0.748045522620316	0	0
ENSG00000131473	ACLY	chr17	gene	40023161	40075272	-	ENSG00000131473.10	protein_coding	KNOWN	2	ACLY	ACLY	rs12951632	chr17	40741013	0.412	665741	0	0	A0A024R1T9	0	0	4	1	1	0.737489745693191	1	0.225184577522559	1	0.628383921246924	0.769107054750332	0.000433145009416196	23
ENSG00000153086	ACMSD	chr2	gene	135596117	135659604	+	ENSG00000153086.9	protein_coding	KNOWN	2	ACMSD	ACMSD	rs6430538,rs57891859,rs4954162,rs6710823	chr2	135539967	0.471340500246427	3736	64	2	A0A0S2Z681	0	0	0	0.334700574241181	0.418785890073831	0.007383100902379	1	1	1	0.709598031173093	5.25161817469444	0.000433145009416196	23
ENSG00000138107	ACTR1A	chr10	gene	104238986	104262482	-	ENSG00000138107.6	protein_coding	KNOWN	2	ACTR1A	ACTR1A	rs10748818	chr10	104015279	0.487	247203	85	3	P61163	0	0	0	0.252666119770304	0.315422477440525	0.329368334700574	1	1	1	0.721903199343724	1.43644281810347	0.000696798493408663	37
ENSG00000243989	ACY1	chr3	gene	52009066	52023213	+	ENSG00000243989.3	protein_coding	KNOWN	1	ACY1	ACY1	rs143918452	chr3	52816840	4.58e-05	807774	48	1	Q03154	0	0	0	0.470877768662838	0.5	0.844134536505332	1	1	1	0.00574241181296144	5.32931937407318	0.0012241054613936	65
ENSG00000119640	ACYP1	chr14	gene	75519924	75536186	-	ENSG00000119640.4	protein_coding	KNOWN	2	ACYP1	ACYP1	rs3742785	chr14	75373034	0.321611583998763	163152	83	1	P07311	5	12	16	0.470877768662838	0.324446267432322	0.239130434782609	0.156685808039377	0.0594749794913864	0.0291222313371616	0.474569319114028	4.02960640797291	0.000395480225988701	21
ENSG00000073670	ADAM11	chr17	gene	42836568	42859214	+	ENSG00000073670.7	protein_coding	KNOWN	3	ADAM11	ADAM11	rs393152,rs2269906,rs850738,rs62053943,rs117615688,rs17686238,rs9912362,rs2942168,rs365825	chr17	43719143	0.437	401938	12	3	B4DKD2	0	0	0	0.252666119770304	0.700164068908942	0.483593109105824	1	1	1	0.666119770303528	1.13279719882344	0.000112994350282486	6
ENSG00000143537	ADAM15	chr1	gene	155023042	155035252	+	ENSG00000143537.8	protein_coding	KNOWN	2	ADAM15	ADAM15	rs1630500,rs35749011,rs114138760,rs76763715,rs34372695,rs2230288	chr1	154855055	0.0275	111994	163	0	Q13444	0	0	15	1	0.0734208367514356	0.176784249384742	1	0.0668580803937654	1	0.0693191140278917	4.40185981505561	0.000903954802259887	48
ENSG00000149451	ADAM33	chr20	gene	3648612	3662893	-	ENSG00000149451.11	protein_coding	KNOWN	2	ADAM33	ADAM33	rs8118008,rs2295545	chr20	3168166	0.0439	494727	42	1	A2A2L3	0	0	0	0.470877768662838	0.525840853158327	0.58695652173913	1	1	1	0.0898277276456112	2.94266611070948	0.000433145009416196	23
ENSG00000173157	ADAMTS20	chr12	gene	43747669	43945724	-	ENSG00000173157.11	protein_coding	KNOWN	2	ADAMTS20	ADAMTS20	rs148294058	chr12	43049382	0.0659773092892589	896342	94	1	P59510	0	0	0	0.470877768662838	0.273995077932732	0.903199343724364	1	1	1	0.115258408531583	2.26239063346606	0.000244821092278719	13
ENSG00000158859	ADAMTS4	chr1	gene	161159538	161168846	-	ENSG00000158859.8	protein_coding	KNOWN	2	ADAMTS4	ADAMTS4	rs6658353	chr1	161469054	0.112	300208	54	5	O75173	0	0	0	0.158326497128794	0.471287940935193	0.381050041017227	1	1	1	0.156685808039377	2.81833727266202	0.000489642184557439	26
ENSG00000178031	ADAMTSL1	chr9	gene	18473892	18910948	+	ENSG00000178031.9	protein_coding	KNOWN	1	ADAMTSL1	ADAMTSL1	rs13294100,rs10756907,rs2209440	chr9	17579690	0.233017096561538	737550	13	4	Q6MZQ3	0	0	0	0.203855619360131	0.696472518457752	0.795734208367514	1	1	1	0.317473338802297	1.37585149443533	0.000131826741996234	7
ENSG00000185761	ADAMTSL5	chr19	gene	1505017	1513188	-	ENSG00000185761.5	protein_coding	KNOWN	3	ADAMTSL5	ADAMTSL5	rs55818311	chr19	2341047	0.473183536598481	827859	36	0	Q0VD77	0	0	0	1	0.556193601312551	0.857260049220673	1	1	1	0.710828547990156	0.495337985407971	0.000112994350282486	6
ENSG00000160710	ADAR	chr1	gene	154554538	154600475	-	ENSG00000160710.11	protein_coding	KNOWN	1	ADAR	ADAR	rs1630500,rs35749011,rs114138760,rs76763715,rs2230288	chr1	154855055	0.349	254580	164	20	P55265	3	0	12	0.0237899917965546	0.0701394585726005	0.336341263330599	0.262920426579163	0.0918785890073831	1	0.527481542247744	3.06517422814712	0.00167608286252354	89
ENSG00000213638	ADAT3	chr19	gene	1905417	1913444	+	ENSG00000213638.2	protein_coding	KNOWN	2	ADAT3	ADAT3	rs55818311	chr19	2341047	0.544054132606725	435630	0	4	Q96EY9	0	0	0	0.203855619360131	1	0.526251025430681	1	1	1	0.775225594749795	0.896578147413109	5.64971751412429e-05	3
ENSG00000163050	ADCK3	chr1	gene	227085237	227175246	+	ENSG00000163050.10	protein_coding	KNOWN	2	ADCK3	ADCK3	rs4653767	chr1	226916078	0.421768519104385	169159	133	1	NA	1	1	2	0.470877768662838	0.141509433962264	0.245693191140279	0.344954881050041	0.312551271534044	0.237079573420837	0.645200984413454	2.90620676897698	0.000470809792843691	25
ENSG00000173175	ADCY5	chr3	gene	123001143	123168605	-	ENSG00000173175.10	protein_coding	KNOWN	1	ADCY5	ADCY5	rs55961674	chr3	122196892	0.294653662491064	971713	122	10	O95622	9	22	0	0.0717801476620181	0.166529942575882	0.95611156685808	0.0771123872026251	1	0.0102543068088597	0.426989335520919	3.45836825964298	0.000903954802259887	48
ENSG00000121281	ADCY7	chr16	gene	50280048	50352046	+	ENSG00000121281.7	protein_coding	KNOWN	2	ADCY7	ADCY7	rs6500328	chr16	50736656	0.804	456608	0	11	P51828	0	0	5	0.0607054963084495	1	0.55045118949959	1	0.194831829368335	1	0.937243642329779	0.661828999222501	0.000131826741996234	7
ENSG00000155897	ADCY8	chr8	gene	131792547	132054672	-	ENSG00000155897.5	protein_coding	KNOWN	2	ADCY8	ADCY8	rs2086641	chr8	130901909	0.642	1152763	49	1	A0A0K0K1K3	8	0	1	0.470877768662838	0.495488105004102	0.991386382280558	0.0877768662838392	0.363002461033634	1	0.859721082854799	2.59275548895738	0.000451977401129943	24
ENSG00000148926	ADM	chr11	gene	10326227	10328944	+	ENSG00000148926.5	protein_coding	KNOWN	2	ADM	ADM	rs7938782	chr11	10558777	0.891	232550	95	10	P35318	12	6	24	0.0717801476620181	0.269073010664479	0.314602132895816	0.0512715340442986	0.0213289581624282	0.0758818703855619	0.969237079573421	4.15831211426719	0.000131826741996234	7
ENSG00000222040	ADRA2B	chr2	gene	96778707	96781984	-	ENSG00000222040.3	protein_coding	KNOWN	2	ADRA2B	ADRA2B	rs2042477	chr2	96000943	0.891	781041	75	0	P18089	0	0	0	1	0.354799015586546	0.824446267432322	1	1	1	0.969237079573421	0.224289341842404	1.88323917137476e-05	1
ENSG00000104964	AES	chr19	gene	3052908	3062964	-	ENSG00000104964.9	protein_coding	KNOWN	3	AES	AES	rs55818311	chr19	2341047	2.57e-05	721917	101	7	NA	7	3	2	0.111977030352748	0.242001640689089	0.783018867924528	0.102132895816243	0.312551271534044	0.140689089417555	0.00533223954060705	7.76006285247166	0.00111111111111111	59
ENSG00000183077	AFMID	chr17	gene	76183437	76203782	+	ENSG00000183077.10	protein_coding	KNOWN	1	AFMID	AFMID	rs666463	chr17	76425480	0.0921	242043	160	0	Q63HM1	0	2	5	1	0.0828547990155866	0.323625922887613	1	0.194831829368335	0.188269073010664	0.138228055783429	3.1070173688842	0.000546139359698682	29
ENSG00000204305	AGER	chr6	gene	32148745	32152101	-	ENSG00000204305.8	protein_coding	KNOWN	2	AGER	AGER	rs3129882,rs9275326,rs112485576,rs9267659,rs2395163,rs17425622	chr6	32409530	0.234322372130347	235708	20	0	A0A1U9X785	0	0	0	1	0.646431501230517	0.31870385561936	1	1	1	0.319524200164069	2.28441522384404	0.000263653483992467	14
ENSG00000204310	AGPAT1	chr6	gene	32135989	32145873	-	ENSG00000204310.5	protein_coding	KNOWN	2	AGPAT1	AGPAT1	rs3129882,rs9275326,rs112485576,rs9267659,rs2395163,rs17425622	chr6	32409530	0.955	241936	155	4	A0A024RCV5	13	3	10	0.203855619360131	0.0947497949138638	0.322805578342904	0.0434782608695652	0.110746513535685	0.140689089417555	0.988925348646431	4.27733570941301	0.000527306967984934	28
ENSG00000169877	AHSP	chr16	gene	31539185	31540124	+	ENSG00000169877.5	protein_coding	KNOWN	2	AHSP	AHSP	rs14235,rs11150601	chr16	31121793	0.424674043993232	417392	19	0	Q549J4	0	0	0	1	0.656275635767022	0.504101722723544	1	1	1	0.652994257588187	1.11116414411207	1.88323917137476e-05	1
ENSG00000204472	AIF1	chr6	gene	31582961	31584798	+	ENSG00000204472.7	protein_coding	KNOWN	2	AIF1	AIF1	rs3129882,rs9275326,rs112485576,rs9267659,rs2395163,rs17425622	chr6	32409530	0.349	263273	15	3	I3WTX1	9	3	24	0.252666119770304	0.680475799835931	0.345365053322395	0.0771123872026251	0.0213289581624282	0.140689089417555	0.527481542247744	4.26528604825381	0.000301318267419962	16
ENSG00000166971	AKTIP	chr16	gene	53525291	53538323	-	ENSG00000166971.11	protein_coding	KNOWN	2	AKTIP	AKTIP	rs3104783,rs10221156,rs4784227	chr16	52636242	0.0133	568897	176	2	A0A024R6T5	3	0	2	0.334700574241181	0.051681706316653	0.655865463494668	0.262920426579163	0.312551271534044	1	0.0471698113207547	4.81170463200578	0.000903954802259887	48
ENSG00000023330	ALAS1	chr3	gene	52232102	52248343	+	ENSG00000023330.9	protein_coding	KNOWN	1	ALAS1	ALAS1	rs143918452	chr3	52816840	0.213334501725316	584738	0	2	P13196	4	0	3	0.334700574241181	1	0.675143560295324	0.189909762100082	0.264971287940935	1	0.281378178835111	3.32209186707452	0.000659133709981168	35
ENSG00000119711	ALDH6A1	chr14	gene	74523553	74551196	-	ENSG00000119711.8	protein_coding	KNOWN	2	ALDH6A1	ALDH6A1	rs3742785	chr14	75373034	0.786	821838	157	0	Q02252	0	0	0	1	0.0877768662838392	0.855209187858901	1	1	1	0.931501230516817	0.227366943743973	5.64971751412429e-05	3
ENSG00000149925	ALDOA	chr16	gene	30064411	30081778	+	ENSG00000149925.12	protein_coding	KNOWN	2	ALDOA	ALDOA	rs2904880,rs11150601	chr16	28944396	0.252	913388	0	2	P04075	18	5	21	0.334700574241181	1	0.915504511894996	0.0250205086136177	0.0332239540607055	0.0918785890073831	0.355619360131255	4.8102337656686	0.0024105461393597	128
ENSG00000139133	ALG10	chr12	gene	34175216	34182629	+	ENSG00000139133.2	protein_coding	KNOWN	2	ALG10	ALG10	rs144847051	chr12	33301805	0.455711157293565	873411	0	0	Q5BKT4	0	0	0	1	1	0.886792452830189	1	1	1	0.690319934372436	0.490744427692474	3.76647834274953e-05	2
ENSG00000108839	ALOX12	chr17	gene	6899384	6914055	+	ENSG00000108839.7	protein_coding	KNOWN	2	ALOX12	ALOX12	rs12600861	chr17	7355621	0.410741123728562	456237	70	0	P18054	0	0	0	1	0.380229696472518	0.549630844954881	1	1	1	0.626743232157506	1.06572675741101	0.000207156308851224	11
ENSG00000179477	ALOX12B	chr17	gene	7975954	7991022	-	ENSG00000179477.4	protein_coding	KNOWN	2	ALOX12B	ALOX12B	rs12600861	chr17	7355621	0.002	635401	26	0	O75342	0	0	0	1	0.623461853978671	0.7149302707137	1	1	1	0.0209187858900738	4.20267794183809	0.000395480225988701	21
ENSG00000179593	ALOX15B	chr17	gene	7942335	7952452	+	ENSG00000179593.10	protein_coding	KNOWN	2	ALOX15B	ALOX15B	rs12600861	chr17	7355621	0.623664070399825	586714	148	0	O15296	0	0	0	1	0.106234618539787	0.675963904840033	1	1	1	0.849056603773585	0.555245023353602	7.53295668549906e-05	4
ENSG00000179148	ALOXE3	chr17	gene	7999218	8022234	-	ENSG00000179148.4	protein_coding	KNOWN	2	ALOXE3	ALOXE3	rs12600861	chr17	7355621	0.343375848162307	666613	0	0	Q9BYJ1	0	0	0	1	1	0.7383100902379	1	1	1	0.515996718621821	0.965046238937792	0.000150659133709981	8
ENSG00000073331	ALPK1	chr4	gene	113206665	113363776	+	ENSG00000073331.12	protein_coding	KNOWN	2	ALPK1	ALPK1	rs78738012	chr4	114360372	0.377452999395961	1153707	0	2	Q96QP1	0	0	1	0.334700574241181	1	0.991796554552912	1	0.363002461033634	1	0.57752255947498	0.557245052189708	5.64971751412429e-05	3
ENSG00000104899	AMH	chr19	gene	2249113	2252072	+	ENSG00000104899.2	protein_coding	KNOWN	3	AMH	AMH	rs55818311	chr19	2341047	0.704	91934	21	0	P03971	0	0	0	1	0.644380639868745	0.14766201804758	1	1	1	0.897456931911403	2.02101942509041	0.000150659133709981	8
ENSG00000176020	AMIGO3	chr3	gene	49754267	49761349	-	ENSG00000176020.7	protein_coding	KNOWN	2	AMIGO3	AMIGO3	rs12497850	chr3	48748989	0.153350398774717	1012360	50	1	Q86WK7	3	0	2	0.470877768662838	0.491386382280558	0.970877768662838	0.262920426579163	0.312551271534044	1	0.202625102543068	2.96185634650107	0.000112994350282486	6
ENSG00000151743	AMN1	chr12	gene	31824071	31882108	-	ENSG00000151743.6	protein_coding	KNOWN	1	AMN1	AMN1	rs181609621	chr12	32810759	0.380811056199793	928651	120	9	Q8IY45	9	2	5	0.0836751435602953	0.168990976210008	0.924938474159147	0.0771123872026251	0.194831829368335	0.188269073010664	0.581214109926169	3.18315547566624	0.000225988700564972	12
ENSG00000133805	AMPD3	chr11	gene	10329860	10529126	+	ENSG00000133805.10	protein_coding	KNOWN	1	AMPD3	AMPD3	rs7938782	chr11	10558777	0.582340366443852	228917	95	24	Q01432	2	13	7	0.0164068908941756	0.269073010664479	0.311320754716981	0.315832649712879	0.15422477440525	0.0258408531583265	0.815012305168171	2.52402639532847	0.000376647834274953	20
ENSG00000145020	AMT	chr3	gene	49454211	49460186	-	ENSG00000145020.10	protein_coding	KNOWN	1	AMT	AMT	rs12497850	chr3	48748989	0.582	711197	138	0	A0A024R2U7	2	0	8	1	0.127563576702215	0.775225594749795	0.315832649712879	0.136587366694011	1	0.814602132895816	1.61219946261712	0	0
ENSG00000145362	ANK2	chr4	gene	113739265	114309884	+	ENSG00000145362.11	protein_coding	KNOWN	1	ANK2	ANK2	rs13117519,rs78738012	chr4	114369065	0.0181	621107	26	8	Q01484	6	25	0	0.0980311730926989	0.623461853978671	0.705496308449549	0.123872026251025	1	0.007383100902379	0.0578342904019688	5.28753345256311	0.00203389830508475	108
ENSG00000176915	ANKLE2	chr12	gene	133302254	133338474	-	ENSG00000176915.10	protein_coding	KNOWN	1	ANKLE2	ANKLE2	rs11610045	chr12	133063768	0.249834649059853	274706	160	4	Q86XL3	0	0	0	0.203855619360131	0.0828547990155866	0.358080393765381	1	1	1	0.351107465135357	2.07366068810109	0.000357815442561205	19
ENSG00000230453	ANKRD18B	chr9	gene	33524392	33573007	+	ENSG00000230453.3	protein_coding	KNOWN	2	ANKRD18B	ANKRD18B	rs6476434	chr9	34046391	0.094686876445128	521999	0	0	NA	0	0	0	1	1	0.610336341263331	1	1	1	0.139868744872847	2.46079592740588	0.000225988700564972	12
ENSG00000174501	ANKRD36C	chr2	gene	96514587	96657541	-	ENSG00000174501.10	protein_coding	KNOWN	2	ANKRD36C	ANKRD36C	rs2042477	chr2	96000943	0.584257192544326	656598	0	0	NA	6	0	0	1	1	0.731337161607875	0.123872026251025	1	1	0.817883511074651	2.60242234436386	0.000169491525423729	9
ENSG00000137494	ANKRD42	chr11	gene	82904754	82971736	+	ENSG00000137494.8	protein_coding	KNOWN	1	ANKRD42	ANKRD42	rs12283611,rs3793947	chr11	83487277	0.214247844895861	582523	12	2	A1XPJ0	2	3	7	0.334700574241181	0.700164068908942	0.671862182116489	0.315832649712879	0.15422477440525	0.140689089417555	0.284249384741591	2.808148151673	0.000395480225988701	21
ENSG00000177119	ANO6	chr12	gene	45609770	45834187	+	ENSG00000177119.11	protein_coding	KNOWN	2	ANO6	ANO6	rs7134559	chr12	46419086	0.59	809316	136	6	B3KX12	0	0	0	0.132485643970468	0.135767022149303	0.84577522559475	1	1	1	0.82239540607055	0.363035615764859	7.53295668549906e-05	4
ENSG00000131480	AOC2	chr17	gene	40996609	41002722	+	ENSG00000131480.3	protein_coding	KNOWN	3	AOC2	AOC2	rs12951632	chr17	40741013	0.224142191270015	255596	33	0	O75106	0	0	0	1	0.58039376538146	0.337981952420016	1	1	1	0.298605414273995	2.29339504197628	0.000207156308851224	11
ENSG00000131471	AOC3	chr17	gene	41003201	41010138	+	ENSG00000131471.1	protein_coding	KNOWN	3	AOC3	AOC3	rs12951632	chr17	40741013	0.239	262188	33	1	Q16853	0	0	0	0.470877768662838	0.58039376538146	0.344134536505332	1	1	1	0.330598851517637	2.1735721711086	0.000188323917137476	10
ENSG00000065000	AP3D1	chr19	gene	2100993	2151556	-	ENSG00000065000.9	protein_coding	KNOWN	3	AP3D1	AP3D1	rs55818311	chr19	2341047	0.0671	189491	28	0	O14617	0	2	30	1	0.609105824446267	0.269893355209188	1	0.0123051681706317	0.188269073010664	0.116899097621001	3.45617250848847	0.00107344632768362	57
ENSG00000125843	AP5S1	chr20	gene	3801178	3805949	+	ENSG00000125843.6	protein_coding	KNOWN	2	AP5S1	AP5S1	rs8118008,rs2295545	chr20	3168166	0.611	633012	73	0	Q9NUS5	3	2	2	1	0.363822805578343	0.714520098441345	0.262920426579163	0.312551271534044	0.188269073010664	0.840032813781788	1.84636232963113	0.000244821092278719	13
ENSG00000115266	APC2	chr19	gene	1450148	1473243	+	ENSG00000115266.6	protein_coding	KNOWN	3	APC2	APC2	rs55818311	chr19	2341047	0.076	890899	32	5	O95996	0	0	0	0.158326497128794	0.585726004922067	0.899917965545529	1	1	1	0.124692370795734	2.18735727784104	0.00032015065913371	17
ENSG00000164062	APEH	chr3	gene	49711435	49721396	+	ENSG00000164062.8	protein_coding	KNOWN	2	APEH	APEH	rs12497850	chr3	48748989	0.746	962446	70	1	A0A024R2U9	7	2	2	0.470877768662838	0.380229696472518	0.947908121410993	0.102132895816243	0.312551271534044	0.188269073010664	0.917555373256768	2.42102046189443	0.000414312617702448	22
ENSG00000134817	APLNR	chr11	gene	57001051	57004726	-	ENSG00000134817.7	protein_coding	KNOWN	2	APLNR	APLNR	rs687432	chr11	57694260	0.124	689534	118	1	B2RDH3	0	0	0	0.470877768662838	0.178424938474159	0.758408531583265	1	1	1	0.170221493027071	2.04718786846461	0.000131826741996234	7
ENSG00000163382	APOA1BP	chr1	gene	156561542	156564091	+	ENSG00000163382.6	protein_coding	KNOWN	2	APOA1BP	APOA1BP	rs35643925,rs34372695	chr1	156154860	0.51868001040811	406682	121	0	NA	4	5	7	1	0.167760459392945	0.488515176374077	0.189909762100082	0.15422477440525	0.0918785890073831	0.753076292042658	2.66117973550168	0.000433145009416196	23
ENSG00000158874	APOA2	chr1	gene	161192082	161193421	-	ENSG00000158874.6	protein_coding	KNOWN	2	APOA2	APOA2	rs6658353	chr1	161469054	0.213546062859072	275633	47	1	P02652	0	0	0	0.470877768662838	0.507793273174733	0.359310910582445	1	1	1	0.28219852337982	2.2887116912127	0.000225988700564972	12
ENSG00000184730	APOBR	chr16	gene	28505970	28510291	+	ENSG00000184730.6	protein_coding	KNOWN	2	APOBR	APOBR	rs2904880	chr16	28944396	0.162025228937735	438426	26	10	Q0VD83	0	0	0	0.0717801476620181	0.623461853978671	0.531993437243642	1	1	1	0.219442165709598	2.14779068886998	0.000225988700564972	12
